Type	Part Number	Brand	Model	Rank	Score	Samples	URL	Name	Codename	Cores	Socket	Process	Clock	Multi	Cache L1/L2/L3	TDP	Released	Price	
CPU		AMD	Phenom II X4 830	458	36.9	326	http://cpu.userbenchmark.com/SpeedTest/2164/AMD-Phenomtm-II-X4-830-Processor	Phenom II X4 830	Deneb	4 	AMD Socket AM3	45 nm	2800&nbsp;MHz	14.0x	128K / 512K / 4096K	95W	Sep 2009		
CPU		Intel	Core i5-2450M	459	36.7	10531	http://cpu.userbenchmark.com/Intel-Core-i5-2450M/Rating/2815	Core i5-2450M	Sandy Bridge	2  / 4	Intel Socket G2 (988B)	32 nm	2500&nbsp;MHz	25.0x	64K / 256K / 3072K	35W	Jan 2012	5280	
CPU		Intel	Core i3 530	460	36.6	3477	http://cpu.userbenchmark.com/SpeedTest/132/IntelR-CoreTM-i3-CPU---------530----293GHz	Core i3-530	Clarkdale	2  / 4	Intel Socket 1156	32 nm	2933&nbsp;MHz	22.0x	64K / 256K / 4096K	73W	Jan 2010	840	
CPU		Intel	Core i7 M 640	461	36.5	1006	http://cpu.userbenchmark.com/SpeedTest/4397/IntelR-CoreTM-i7-CPU-------M-640----280GHz	Core i7-640M	Arrandale	2  / 4	Intel Socket G1	32 nm	2800&nbsp;MHz	21.0x	64K / 256K / 4096K	35W	Sep 2010		
CPU		AMD	Athlon II X4 630	462	36.4	1970	http://cpu.userbenchmark.com/SpeedTest/471/AMD-Athlontm-II-X4-630-Processor	Athlon II X4 630	Propus	4 	AMD Socket AM3	45 nm	2800&nbsp;MHz	14.0x	128K / 512K / 0K	95W	Sep 2009	750	
CPU		Intel	Core i5-4210U	463	36.3	17722	http://cpu.userbenchmark.com/SpeedTest/12662/IntelR-CoreTM-i5-4210U-CPU---170GHz											4309	
CPU		Intel	Xeon E5430	464	36.3	500	http://cpu.userbenchmark.com/SpeedTest/16038/IntelR-XeonR-CPU-----------E5430----266GHz												
CPU		Intel	Pentium G2030	465	36.3	2792	http://cpu.userbenchmark.com/SpeedTest/3273/IntelR-PentiumR-CPU-G2030---300GHz											420	
CPU	BX80646G1840	Intel	Celeron G1840	466	36.3	1449	http://cpu.userbenchmark.com/Intel-Celeron-G1840/Rating/2849	Celeron G1840T	Haswell	2 	Intel Socket 1150	22 nm	2500&nbsp;MHz	25.0x	64K / 256K / 3072K	54W	May 2014	309	
CPU		Intel	Pentium G870	467	36.3	154	http://cpu.userbenchmark.com/SpeedTest/9348/IntelR-PentiumR-CPU-G870---310GHz	Pentium G870	Sandy Bridge	2 	Intel Socket 1155	32 nm	3100&nbsp;MHz	31.0x	64K / 256K / 3072K	65W	Jun 2012		
CPU		Intel	Core i3-4000M	468	36	1464	http://cpu.userbenchmark.com/SpeedTest/6476/IntelR-CoreTM-i3-4000M-CPU---240GHz	Core i3-4000M	Haswell	2  / 4	Intel Socket G3	22 nm	2400&nbsp;MHz	24.0x	64K / 256K / 3072K	37W	Sep 2013	5120	
CPU		AMD	Athlon II X3 460	469	35.9	300	http://cpu.userbenchmark.com/SpeedTest/6695/AMD-Athlontm-II-X3-460-Processor	Athlon II X3 460	Rana	3 	AMD Socket AM3	45 nm	3400&nbsp;MHz	17.0x	128K / 512K / 0K	95W	May 2011		
CPU	BX80646G1830	Intel	Celeron G1830	470	35.8	46	http://cpu.userbenchmark.com/Intel-Celeron-G1830/Rating/2848	Celeron G1830	Haswell	2 	Intel Socket 1150	22 nm	2800&nbsp;MHz	28.0x	64K / 256K / 3072K	54W	Dec 2013		
CPU		Intel	Core i5-2435M	471	35.7	173	http://cpu.userbenchmark.com/SpeedTest/968/IntelR-CoreTM-i5-2435M-CPU---240GHz	Core i5-2435M	Sandy Bridge	2  / 4	Intel Socket G2 (988B)	32 nm	2400&nbsp;MHz	24.0x	64K / 256K / 3072K	35W	Sep 2011	7299	
CPU		Intel	Pentium G2020	472	35.6	2357	http://cpu.userbenchmark.com/SpeedTest/3604/IntelR-PentiumR-CPU-G2020---290GHz	Pentium G2020	Ivy Bridge	2 	Intel Socket 1155	22 nm	2900&nbsp;MHz	29.0x	64K / 256K / 3072K	55W	Jan 2013	500	
CPU		Intel	Core i5-4250U	473	35.5	509	http://cpu.userbenchmark.com/SpeedTest/1787/IntelR-CoreTM-i5-4250U-CPU---130GHz	Core i5-4250U	Haswell	2  / 4	Intel BGA1168	22 nm	1300&nbsp;MHz	13.0x	64K / 256K / 3072K	15W	Jun 2013		
CPU		Intel	Pentium G860	474	35.4	887	http://cpu.userbenchmark.com/SpeedTest/2650/IntelR-PentiumR-CPU-G860---300GHz	Pentium G860T	Sandy Bridge	2 	Intel Socket 1155	32 nm	2600&nbsp;MHz	26.0x	64K / 256K / 3072K	35W	Jun 2012	800	
CPU		Intel	Core2 Quad Q9450	475	35.4	1583	http://cpu.userbenchmark.com/SpeedTest/765/IntelR-CoreTM2-Quad--CPU---Q9450----266GHz												
CPU		Intel	Core i5-3437U	476	35.3	632	http://cpu.userbenchmark.com/SpeedTest/4219/IntelR-CoreTM-i5-3437U-CPU---190GHz	Core i5-3437U	Ivy Bridge	2  / 4	Intel BGA1023	22 nm	1900&nbsp;MHz	19.0x	64K / 256K / 3072K	17W	Jan 2013	12250	
CPU		AMD	Athlon II X4 631	477	35.2	284	http://cpu.userbenchmark.com/SpeedTest/2944/AMD-Athlontm-II-X4-631-Quad-Core-Processor	Athlon II X4 631	Llano	4 	AMD Socket FM1	32 nm	2600&nbsp;MHz	26.0x	128K / 1024K / 0K	100W	Aug 2011		
CPU		Intel	Core i5-2430M	478	35.1	8807	http://cpu.userbenchmark.com/SpeedTest/429/IntelR-CoreTM-i5-2430M-CPU---240GHz	Core i5-2430M	Sandy Bridge	2  / 4	Intel BGA1023	32 nm	2400&nbsp;MHz	24.0x	64K / 256K / 3072K	35W	Oct 2011	8150	
CPU		AMD	A6-3650 APU	479	35	676	http://cpu.userbenchmark.com/SpeedTest/1954/AMD-A6-3650-APU-with-Radeontm-HD-Graphics												
CPU		Intel	Core i5 M 580	480	35	310	http://cpu.userbenchmark.com/SpeedTest/6113/IntelR-CoreTM-i5-CPU-------M-580----267GHz	Core i5-580M	Arrandale	2  / 4	Intel Socket G1	32 nm	2667&nbsp;MHz	20.0x	64K / 256K / 3072K	35W	Sep 2010		
CPU		Intel	Pentium 4405U	481	34.9	435	http://cpu.userbenchmark.com/SpeedTest/54474/IntelR-PentiumR-CPU-4405U---210GHz											3990	
CPU		AMD	Phenom II X4 910e	482	34.9	74	http://cpu.userbenchmark.com/SpeedTest/10427/AMD-Phenomtm-II-X4-910e-Processor	Phenom II X4 910e	Deneb	4 	AMD Socket AM3	45 nm	2600&nbsp;MHz	13.0x	128K / 512K / 6144K	65W	Jan 2010	1349	
CPU	BX80646G1820	Intel	Celeron G1820	483	34.8	873	http://cpu.userbenchmark.com/Intel-Celeron-G1820/Rating/1992	Celeron G1820	Haswell	2 	Intel Socket 1150	22 nm	2700&nbsp;MHz	27.0x	64K / 256K / 3072K	54W	Dec 2013	395	
CPU		Intel	Core2 Quad Q9400	484	34.8	5271	http://cpu.userbenchmark.com/SpeedTest/244/IntelR-CoreTM2-Quad-CPU----Q9400----266GHz												
CPU		Intel	Core i5-4200U	485	34.8	12664	http://cpu.userbenchmark.com/Intel-Core-i5-4200U/Rating/2742	Core i5-4200U	Haswell	2  / 4	Intel BGA1168	22 nm	1600&nbsp;MHz	16.0x	64K / 256K / 3072K	15W	Jun 2013	2990	
CPU		Intel	Core i3-2120T	486	34.7	172	http://cpu.userbenchmark.com/SpeedTest/2686/IntelR-CoreTM-i3-2120T-CPU---260GHz	Core i3-2120T	Sandy Bridge	2  / 4	Intel Socket 1155	32 nm	2600&nbsp;MHz	26.0x	64K / 256K / 3072K	35W	Sep 2011	4420	
CPU		Intel	Core i5-2410M	487	34.7	10983	http://cpu.userbenchmark.com/Intel-Core-i5-2410M/Rating/2769	Core i5-2410M	Sandy Bridge	2  / 4	Intel Socket G2 (988B)	32 nm	2300&nbsp;MHz	23.0x	64K / 256K / 3072K	35W	Feb 2011	5699	
CPU		AMD	Phenom II X4 810	488	34.6	593	http://cpu.userbenchmark.com/SpeedTest/4242/AMD-Phenomtm-II-X4-810-Processor	Phenom II X4 810	Deneb	4 	AMD Socket AM3	45 nm	2600&nbsp;MHz	13.0x	128K / 512K / 4096K	95W	Feb 2009		
CPU		AMD	A10-6700T APU	489	34.5	20	http://cpu.userbenchmark.com/SpeedTest/5691/AMD-A10-6700T-APU-with-Radeontm-HD-Graphics												
CPU		Intel	Core i7 Q 840	490	34.5	335	http://cpu.userbenchmark.com/SpeedTest/2642/IntelR-CoreTM-i7-CPU-------Q-840----187GHz	Core i7-3840QM	Ivy Bridge	4  / 8	Intel Socket G2 (988B)	22 nm	2800&nbsp;MHz	28.0x	64K / 256K / 8192K	45W	Sep 2012		
CPU		AMD	Athlon II X3 455	491	34.4	765	http://cpu.userbenchmark.com/SpeedTest/1884/AMD-Athlontm-II-X3-455-Processor	Athlon II X3 455	Rana	3 	AMD Socket AM3	45 nm	3300&nbsp;MHz	16.5x	128K / 512K / 0K	95W	Dec 2010		
CPU		Intel	Xeon E5504	492	34.3	120	http://cpu.userbenchmark.com/SpeedTest/6261/IntelR-XeonR-CPU-----------E5504----200GHz	Xeon E5504	Gainestown	4 	Intel Socket 1366	45 nm	2000&nbsp;MHz	15.0x	64K / 256K / 4096K	80W	Mar 2009	9580	
CPU		Intel	Core i7 M 620	493	34.3	2120	http://cpu.userbenchmark.com/SpeedTest/870/IntelR-CoreTM-i7-CPU-------M-620----267GHz	Core i7-620M	Arrandale	2  / 4	Intel BGA1288	32 nm	2677&nbsp;MHz	20.0x	64K / 256K / 4096K	35W	Jan 2010		
CPU		Intel	Xeon E5462	494	34.3	123	http://cpu.userbenchmark.com/SpeedTest/16556/IntelR-XeonR-CPU-----------E5462----280GHz												
CPU		Intel	Pentium G850	495	34.2	483	http://cpu.userbenchmark.com/SpeedTest/2522/IntelR-PentiumR-CPU-G850---290GHz	Pentium G850	Sandy Bridge	2 	Intel Socket 1155	32 nm	2900&nbsp;MHz	29.0x	64K / 256K / 3072K	65W	May 2011	649	
CPU		Intel	Core2 Quad Q8400	496	34.2	3832	http://cpu.userbenchmark.com/SpeedTest/1663/IntelR-CoreTM2-Quad-CPU----Q8400----266GHz												
CPU		Intel	Core i5-2415M	497	34.2	197	http://cpu.userbenchmark.com/SpeedTest/4223/IntelR-CoreTM-i5-2415M-CPU---230GHz	Core i5-2415M	Sandy Bridge	2  / 4	Intel BGA1023	32 nm	2300&nbsp;MHz	23.0x	64K / 256K / 3072K	35W	Sep 2011		
CPU		Intel	Core i5 M 560	498	34.2	2795	http://cpu.userbenchmark.com/SpeedTest/623/IntelR-CoreTM-i5-CPU-------M-560----267GHz	Core i5-560M	Arrandale	2  / 4	Intel Socket G1	32 nm	2667&nbsp;MHz	20.0x	64K / 256K / 3072K	35W	Sep 2010		
CPU		Intel	Pentium G2010	499	34.1	483	http://cpu.userbenchmark.com/SpeedTest/8691/IntelR-PentiumR-CPU-G2010---280GHz	Pentium G2010	Ivy Bridge	2 	Intel Socket 1155	22 nm	2800&nbsp;MHz	28.0x	64K / 256K / 3072K	55W	Jan 2013		
CPU		Intel	Core i3-3120M	500	34	2938	http://cpu.userbenchmark.com/SpeedTest/923/IntelR-CoreTM-i3-3120M-CPU---250GHz	Core i3-3120M	Ivy Bridge	2  / 4	Intel BGA1023	22 nm	2500&nbsp;MHz	25.0x	64K / 256K / 3072K	35W	Sep 2012	5400	
CPU		Intel	Core i5-3427U	501	34	861	http://cpu.userbenchmark.com/SpeedTest/909/IntelR-CoreTM-i5-3427U-CPU---180GHz	Core i5-3427U	Ivy Bridge	2  / 4	Intel BGA1023	22 nm	1800&nbsp;MHz	18.0x	64K / 256K / 3072K	17W	Jun 2012	3700	
CPU		AMD	Phenom II X4 905e	502	34	110	http://cpu.userbenchmark.com/SpeedTest/3420/AMD-Phenomtm-II-X4-905e-Processor	Phenom II X4 905e	Deneb	4 	AMD Socket AM3	45 nm	2500&nbsp;MHz	12.5x	128K / 512K / 6144K	65W	Jun 2009	763	
CPU		AMD	Athlon II X4 620	503	33.9	1478	http://cpu.userbenchmark.com/SpeedTest/3430/AMD-Athlontm-II-X4-620-Processor	Athlon II X4 620e	Propus	4 	AMD Socket AM3	45 nm	2600&nbsp;MHz	13.0x	128K / 512K / 0K	45W	May 2011		
CPU		AMD	Phenom 9950	504	33.9	618	http://cpu.userbenchmark.com/SpeedTest/2758/AMD-Phenomtm-9950-Quad-Core-Processor	Phenom X4 9950 BE (125W)	Agena	4 	AMD Socket AM2+	65 nm	2600&nbsp;MHz	13.0x	128K / 512K / 2048K	125W	Oct 2008		
CPU		Intel	Pentium G645	505	33.9	937	http://cpu.userbenchmark.com/SpeedTest/3264/IntelR-PentiumR-CPU-G645---290GHz	Pentium G645	Sandy Bridge	2 	Intel Socket 1155	32 nm	2900&nbsp;MHz	29.0x	64K / 256K / 3072K	65W	Sep 2012	2880	
CPU		Intel	Core2 Extreme Q6850	506	33.9	338	http://cpu.userbenchmark.com/SpeedTest/7118/IntelR-CoreTM2-Extreme-CPU-Q6850----300GHz												
CPU		Intel	Core i7-3517U	507	33.7	2366	http://cpu.userbenchmark.com/SpeedTest/663/IntelR-CoreTM-i7-3517U-CPU---190GHz	Core i7-3517U	Ivy Bridge	2  / 4	Intel BGA1023	22 nm	1900&nbsp;MHz	19.0x	64K / 256K / 4096K	17W	Jun 2012	7650	
CPU		Intel	Core i5-3337U	508	33.6	7450	http://cpu.userbenchmark.com/SpeedTest/737/IntelR-CoreTM-i5-3337U-CPU---180GHz	Core i5-3337U	Ivy Bridge	2  / 4	Intel BGA1023	22 nm	1800&nbsp;MHz	18.0x	64K / 256K / 3072K	17W	Jan 2013	13290	
CPU		Intel	Xeon L5420	509	33.4	283	http://cpu.userbenchmark.com/SpeedTest/10433/IntelR-XeonR-CPU-----------L5420----250GHz												
CPU		AMD	Athlon II X3 450	510	33.4	1026	http://cpu.userbenchmark.com/SpeedTest/91/AMD-Athlontm-II-X3-450-Processor	Athlon II X3 450	Rana	3 	AMD Socket AM3	45 nm	3200&nbsp;MHz	16.0x	128K / 512K / 0K	95W	Sep 2010	545	
CPU		Intel	Core2 Extreme Q9300	511	33.3	186	http://cpu.userbenchmark.com/SpeedTest/4063/IntelR-CoreTM2-Extreme-CPU-Q9300----253GHz												
CPU		Intel	Core i5 M 480	512	33.3	3903	http://cpu.userbenchmark.com/SpeedTest/3496/IntelR-CoreTM-i5-CPU-------M-480----267GHz	Core i5-480M	Arrandale	2  / 4	Intel Socket G1	32 nm	2667&nbsp;MHz	20.0x	64K / 256K / 3072K	35W	Jan 2011	4688	
CPU		AMD	A8-3800 APU	513	33.2	299	http://cpu.userbenchmark.com/SpeedTest/7059/AMD-A8-3800-APU-with-Radeontm-HD-Graphics												
CPU		Intel	Core i3-5010U	514	33.1	2129	http://cpu.userbenchmark.com/SpeedTest/23565/IntelR-CoreTM-i3-5010U-CPU---210GHz											5009	
CPU		Intel	Core i3-3110M	515	33.1	7027	http://cpu.userbenchmark.com/SpeedTest/844/IntelR-CoreTM-i3-3110M-CPU---240GHz											3909	
CPU		Intel	Celeron G1620	516	33.1	607	http://cpu.userbenchmark.com/SpeedTest/6930/IntelR-CeleronR-CPU-G1620---270GHz											339	
CPU		Intel	Core M-5Y71	517	32.9	681	http://cpu.userbenchmark.com/SpeedTest/24191/IntelR-CoreTM-M-5Y71-CPU---120GHz	Core M-5Y71	Broadwell-Y	2  / 4		14 nm	1200&nbsp;MHz	12.0x	64K / 256K / 4096K	5W	Oct 2014	6480	
CPU		Intel	Xeon E5-2603 0	518	32.7	42	http://cpu.userbenchmark.com/SpeedTest/4629/IntelR-XeonR-CPU-E5-2603-0---180GHz	Xeon E5-2603 v2	Ivy Bridge-EP	4 	Intel Socket 2011	22 nm	1800&nbsp;MHz	18.0x	64K / 256K / 10240K	80W	Sep 2013		
CPU		Intel	Core i5 M 540	519	32.7	2016	http://cpu.userbenchmark.com/SpeedTest/882/IntelR-CoreTM-i5-CPU-------M-540----253GHz	Core i5-2540M	Sandy Bridge	2  / 4	Intel Socket G2 (988B)	32 nm	2600&nbsp;MHz	26.0x	64K / 256K / 3072K	35W	Feb 2011		
CPU		Intel	Xeon E5420	520	32.6	380	http://cpu.userbenchmark.com/SpeedTest/11278/IntelR-XeonR-CPU-----------E5420----250GHz												
CPU		Intel	Pentium G840	521	32.6	575	http://cpu.userbenchmark.com/SpeedTest/3067/IntelR-PentiumR-CPU-G840---280GHz	Pentium G840	Sandy Bridge	2 	Intel Socket 1155	32 nm	2800&nbsp;MHz	28.0x	64K / 256K / 3072K	65W	May 2011	509	
CPU		AMD	Athlon II X3 445	522	32.5	798	http://cpu.userbenchmark.com/SpeedTest/1775/AMD-Athlontm-II-X3-445-Processor	Athlon II X3 445	Rana	3 	AMD Socket AM3	45 nm	3100&nbsp;MHz	15.5x	128K / 512K / 0K	95W	May 2010	578	
CPU		Intel	Pentium G640	523	32.3	441	http://cpu.userbenchmark.com/SpeedTest/618/IntelR-PentiumR-CPU-G640---280GHz	Pentium G640	Sandy Bridge	2 	Intel Socket 1155	32 nm	2800&nbsp;MHz	28.0x	64K / 256K / 3072K	65W	Jun 2012	2788	
CPU		Intel	Core m3-6Y30	524	32.3	1341	http://cpu.userbenchmark.com/SpeedTest/38171/IntelR-CoreTM-m3-6Y30-CPU---090GHz											3878	
CPU		AMD	Phenom 9850	525	32.3	715	http://cpu.userbenchmark.com/SpeedTest/2967/AMD-Phenomtm-9850-Quad-Core-Processor	Phenom X4 9850 (95W)	Agena	4 	AMD Socket AM2+	65 nm	2500&nbsp;MHz	12.5x	128K / 512K / 2048K	95W	Oct 2008		
CPU		Intel	Core i5 M 460	526	32.3	4156	http://cpu.userbenchmark.com/SpeedTest/126/IntelR-CoreTM-i5-CPU-------M-460----253GHz	Core i5-460M	Arrandale	2  / 4	Intel Socket G1	32 nm	2534&nbsp;MHz	19.0x	64K / 256K / 3072K	35W	Sep 2010		
CPU		Intel	Xeon E5-2660 v2	527	32.2	10	http://cpu.userbenchmark.com/SpeedTest/13068/IntelR-XeonR-CPU-E5-2660-v2---220GHz	Xeon E5-2660 v2	Ivy Bridge-EP	10  / 20	Intel Socket 2011	22 nm	2200&nbsp;MHz	32.0x	64K / 256K / 25600K	95W	Sep 2013	5188	
CPU		Intel	Core i3-5015U	528	32.2	590	http://cpu.userbenchmark.com/SpeedTest/32615/IntelR-CoreTM-i3-5015U-CPU---210GHz											2880	
CPU		Intel	Core2 Quad Q9300	529	32.1	2813	http://cpu.userbenchmark.com/SpeedTest/832/IntelR-CoreTM2-Quad--CPU---Q9300----250GHz												
CPU		AMD	Athlon II X3 440	530	32.1	592	http://cpu.userbenchmark.com/SpeedTest/5315/AMD-Athlontm-II-X3-440-Processor	Athlon II X3 440	Rana	3 	AMD Socket AM3	45 nm	3000&nbsp;MHz	15.0x	128K / 512K / 0K	95W	Jan 2010		
CPU		Intel	Core i5-3317U	531	31.9	7564	http://cpu.userbenchmark.com/Intel-Core-i5-3317U/Rating/2744	Core i5-3317U	Ivy Bridge	2  / 4	Intel BGA1023	22 nm	1700&nbsp;MHz	17.0x	64K / 256K / 3072K	17W	Jun 2012	9999	
CPU		AMD	Athlon II X3 435	532	31.8	483	http://cpu.userbenchmark.com/SpeedTest/2024/AMD-Athlontm-II-X3-435-Processor	Athlon II X3 435	Rana	3 	AMD Socket AM3	45 nm	2900&nbsp;MHz	14.5x	128K / 512K / 0K	95W	Oct 2009	548	
CPU		Intel	Celeron G1610	533	31.8	890	http://cpu.userbenchmark.com/SpeedTest/3109/IntelR-CeleronR-CPU-G1610---260GHz	Celeron G1610	Ivy Bridge	2 	Intel Socket 1155	22 nm	2600&nbsp;MHz	26.0x	64K / 256K / 2048K	55W	Dec 2012	355	
CPU		Intel	Core i7-2637M	534	31.7	176	http://cpu.userbenchmark.com/SpeedTest/5436/IntelR-CoreTM-i7-2637M-CPU---170GHz											4909	
CPU		Intel	Core i7 Q 740	535	31.5	3354	http://cpu.userbenchmark.com/SpeedTest/415/IntelR-CoreTM-i7-CPU-------Q-740----173GHz	Core i7-3740QM	Ivy Bridge	4  / 8	Intel Socket G2 (988B)	22 nm	2700&nbsp;MHz	27.0x	64K / 256K / 6144K	45W	Sep 2012		
CPU		Intel	Core2 Quad Q8300	536	31.5	4631	http://cpu.userbenchmark.com/SpeedTest/1930/IntelR-CoreTM2-Quad-CPU----Q8300----250GHz												
CPU		Intel	Core i3 M 390	537	31.4	202	http://cpu.userbenchmark.com/SpeedTest/8797/IntelR-CoreTM-i3-CPU-------M-390----267GHz	Core i3-390M	Arrandale	2  / 4	Intel Socket G1	32 nm	2667&nbsp;MHz	20.0x	64K / 256K / 3072K	35W	Jan 2011		
CPU		Intel	Pentium G630	538	31.2	2090	http://cpu.userbenchmark.com/SpeedTest/3112/IntelR-PentiumR-CPU-G630---270GHz	Pentium G630	Sandy Bridge	2 	Intel Socket 1155	32 nm	2700&nbsp;MHz	27.0x	64K / 256K / 3072K	65W	Sep 2011	800	
CPU		Intel	Core i3-5005U	539	31.2	8460	http://cpu.userbenchmark.com/SpeedTest/24957/IntelR-CoreTM-i3-5005U-CPU---200GHz	Core i3-5005U	Broadwell-U	2  / 4		14 nm	2000&nbsp;MHz	20.0x	64K / 256K / 3072K	15W	Mar 2015	4180	
CPU		Intel	Core i5 M 520	540	31.2	5339	http://cpu.userbenchmark.com/SpeedTest/812/IntelR-CoreTM-i5-CPU-------M-520----240GHz	Core i5-2520M	Sandy Bridge	2  / 4	Intel BGA1023	32 nm	2500&nbsp;MHz	25.0x	64K / 256K / 3072K	35W	Feb 2011		
CPU		AMD	Phenom 9750	541	31	558	http://cpu.userbenchmark.com/SpeedTest/2439/AMD-Phenomtm-9750-Quad-Core-Processor	Phenom X4 9750B	Agena	4 	AMD Socket AM2+	65 nm	2400&nbsp;MHz	12.0x	128K / 512K / 2048K	95W	Aug 2008		
CPU		Intel	Core i7-2677M	542	30.8	245	http://cpu.userbenchmark.com/SpeedTest/4939/IntelR-CoreTM-i7-2677M-CPU---180GHz											11000	
CPU		AMD	Phenom II X3 720	543	30.8	809	http://cpu.userbenchmark.com/SpeedTest/326/AMD-Phenomtm-II-X3-720-Processor	Phenom II X3 720	Heka	3 	AMD Socket AM3	45 nm	2800&nbsp;MHz	14.0x	128K / 512K / 6144K	95W	Jan 2010		
CPU		AMD	A10-5750M APU	544	30.8	2288	http://cpu.userbenchmark.com/SpeedTest/3779/AMD-A10-5750M-APU-with-Radeontm-HD-Graphics												
CPU		Intel	Pentium G6950	545	30.6	218	http://cpu.userbenchmark.com/SpeedTest/638/IntelR-PentiumR-CPU--------G6950----280GHz	Pentium G6950	Clarkdale	2 	Intel Socket 1156	32 nm	2800&nbsp;MHz	21.0x	64K / 256K / 3072K	73W	Jan 2010	699	
CPU		AMD	A6-3620 APU	546	30.5	641	http://cpu.userbenchmark.com/SpeedTest/8057/AMD-A6-3620-APU-with-Radeontm-HD-Graphics												
CPU		Intel	Core M-5Y10	547	30.5	187	http://cpu.userbenchmark.com/SpeedTest/17561/IntelR-Processor-5Y10-CPU---080GHz	Core M-5Y10c	Broadwell-Y	2  / 4		14 nm	800&nbsp;MHz	8.0x	64K / 256K / 4096K	5W	Oct 2014	4750	
CPU		Intel	Core i7 Q 820	548	30.4	623	http://cpu.userbenchmark.com/SpeedTest/3571/IntelR-CoreTM-i7-CPU-------Q-820----173GHz	Core i7-3820QM	Ivy Bridge	4  / 8	Intel Socket G2 (988B)	22 nm	2700&nbsp;MHz	27.0x	64K / 256K / 8192K	45W	Apr 2012		
CPU		Intel	Core i7-3689Y	549	30.2	22	http://cpu.userbenchmark.com/SpeedTest/4592/IntelR-CoreTM-i7-3689Y-CPU---150GHz	Core i7-3689Y	Ivy Bridge	2  / 4	Intel BGA1023	22 nm	1500&nbsp;MHz	20.0x	64K / 256K / 4096K	13W	Jan 2013	9500	
CPU		Intel	Core i5 M 450	550	30.1	2014	http://cpu.userbenchmark.com/SpeedTest/2006/IntelR-CoreTM-i5-CPU-------M-450----240GHz	Core i5-2450M	Sandy Bridge	2  / 4	Intel Socket G2 (988B)	32 nm	2500&nbsp;MHz	25.0x	64K / 256K / 3072K	35W	Jan 2012		
CPU		Intel	Pentium G620	551	30.1	2061	http://cpu.userbenchmark.com/SpeedTest/2636/IntelR-PentiumR-CPU-G620---260GHz	Pentium G620	Sandy Bridge	2 	Intel Socket 1155	32 nm	2600&nbsp;MHz	26.0x	64K / 256K / 3072K	65W	May 2011	1650	
CPU		Intel	Core i7 L 640	552	29.9	618	http://cpu.userbenchmark.com/SpeedTest/4880/IntelR-CoreTM-i7-CPU-------L-640----213GHz												
CPU		Intel	Core2 Quad Q8200	553	29.8	4931	http://cpu.userbenchmark.com/SpeedTest/3754/IntelR-CoreTM2-Quad--CPU---Q8200----233GHz											1200	
CPU		Intel	Core i3-2370M	554	29.7	2010	http://cpu.userbenchmark.com/SpeedTest/1959/IntelR-CoreTM-i3-2370M-CPU---240GHz	Core i3-2370M	Sandy Bridge	2  / 4	Intel Socket G2 (988B)	32 nm	2400&nbsp;MHz	24.0x	64K / 256K / 3072K	35W	Jan 2012	7100	
CPU		Intel	Celeron G550	555	29.7	364	http://cpu.userbenchmark.com/SpeedTest/5014/IntelR-CeleronR-CPU-G550---260GHz	Celeron G550	Sandy Bridge	2 	Intel Socket 1155	32 nm	2600&nbsp;MHz	26.0x	64K / 256K / 2048K	65W	Jun 2012	380	
CPU		Intel	Core2 Quad Q6700	556	29.6	1419	http://cpu.userbenchmark.com/SpeedTest/3748/IntelR-CoreTM2-Quad-CPU----Q6700----266GHz												
CPU		AMD	Phenom II X2 565	557	29.5	99	http://cpu.userbenchmark.com/SpeedTest/2173/AMD-Phenomtm-II-X2-565-Processor												
CPU		Intel	Pentium 3550M	558	29.4	158	http://cpu.userbenchmark.com/SpeedTest/9225/IntelR-PentiumR-CPU-3550M---230GHz	Pentium 3550M	Haswell	2 	Intel Socket G3	22 nm	2300&nbsp;MHz	23.0x	64K / 256K / 2048K	37W	Sep 2013		
CPU		AMD	Phenom 9650	559	29.3	860	http://cpu.userbenchmark.com/SpeedTest/5238/AMD-Phenomtm-9650-Quad-Core-Processor	Phenom X4 9650	Agena	4 	AMD Socket AM2+	65 nm	2300&nbsp;MHz	11.5x	128K / 512K / 2048K	95W	Mar 2008		
CPU		Intel	Core i5 M 430	560	29.3	3580	http://cpu.userbenchmark.com/SpeedTest/34/IntelR-CoreTM-i5-CPU-------M-430----227GHz	Core i5-4300M	Haswell	2  / 4	Intel Socket G3	22 nm	2600&nbsp;MHz	26.0x	64K / 256K / 3072K	37W	Sep 2013		
CPU		Intel	Core i5-2557M	561	29.2	214	http://cpu.userbenchmark.com/SpeedTest/5422/IntelR-CoreTM-i5-2557M-CPU---170GHz	Core i5-2557M	Sandy Bridge	2  / 4	Intel BGA1023	32 nm	1700&nbsp;MHz	17.0x	64K / 256K / 3072K	17W	Jun 2011		
CPU		Intel	Core i3 M 380	562	29.1	4092	http://cpu.userbenchmark.com/SpeedTest/919/IntelR-CoreTM-i3-CPU-------M-380----253GHz	Core i3-380M	Arrandale	2  / 4	Intel Socket G1	32 nm	2534&nbsp;MHz	19.0x	64K / 256K / 3072K	35W	Oct 2010		
CPU		AMD	Phenom 9600	563	29	297	http://cpu.userbenchmark.com/SpeedTest/7248/AMD-Phenomtm-9600-Quad-Core-Processor	Phenom X4 9600B	Agena	4 	AMD Socket AM2+	65 nm	2300&nbsp;MHz	11.5x	128K / 512K / 2048K	95W	Apr 2008		
